behavior_tag,standard,Material_category,material_name,condition,ultimate_tensile_strength,yield_strength,elongation_pct,brinell_hb,vickers_hv,youngs_modulus,shear_modulus,poisson_ratio,density_kg_m3,description,critical_strain_energy_density
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5056-H18,Wrought,434000000,407000000,10,105,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5056-H38,Wrought,414000000,345000000,15,100,,73000000000,26000000000,0.33,2700,,821250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5083-O,Wrought,290000000,145000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5083-H116,Wrought,317000000,228000000,16,,,73000000000,26000000000,0.33,2700,,934400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5083-H321,Wrought,317000000,228000000,16,,,73000000000,26000000000,0.33,2700,,934400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5086-O,Wrought,262000000,117000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5086-H32,Wrought,290000000,207000000,12,,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5086-H34,Wrought,324000000,255000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5086-H112,Wrought,269000000,131000000,14,,,73000000000,26000000000,0.33,2700,,715400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5086-H116,Wrought,290000000,207000000,12,,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5154-O,Wrought,241000000,117000000,27,58,,73000000000,26000000000,0.33,2700,,2660850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5154-H32,Wrought,269000000,207000000,15,67,,73000000000,26000000000,0.33,2700,,821250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5154-H34,Wrought,290000000,228000000,13,73,,73000000000,26000000000,0.33,2700,,616850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5154-H36,Wrought,310000000,248000000,12,78,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5154-H38,Wrought,331000000,269000000,10,80,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5154-H112,Wrought,241000000,117000000,25,63,,73000000000,26000000000,0.33,2700,,2281250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5252-H25,Wrought,234000000,172000000,11,68,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5252-H28,Wrought,283000000,241000000,5,75,,73000000000,26000000000,0.33,2700,,91250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5252-H38,Wrought,283000000,241000000,5,75,,73000000000,26000000000,0.33,2700,,91250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5254-O,Wrought,241000000,117000000,27,58,,73000000000,26000000000,0.33,2700,,2660850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5254-H32,Wrought,269000000,207000000,15,67,,73000000000,26000000000,0.33,2700,,821250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5254-H34,Wrought,290000000,228000000,13,73,,73000000000,26000000000,0.33,2700,,616850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5254-H36,Wrought,310000000,248000000,12,78,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5254-H38,Wrought,331000000,269000000,10,80,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5254-H112,Wrought,241000000,117000000,25,63,,73000000000,26000000000,0.33,2700,,2281250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5454-O,Wrought,248000000,117000000,22,62,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5454-H32,Wrought,276000000,207000000,10,73,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5454-H34,Wrought,303000000,241000000,10,81,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5454-H111,Wrought,262000000,179000000,14,70,,73000000000,26000000000,0.33,2700,,715400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5454-H112,Wrought,248000000,124000000,18,62,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5456-O,Wrought,310000000,159000000,24,,,73000000000,26000000000,0.33,2700,,2102400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5456-H112,Wrought,310000000,165000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5456-H116,Wrought,352000000,255000000,16,90,,73000000000,26000000000,0.33,2700,,934400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5456-H321,Wrought,352000000,255000000,16,90,,73000000000,26000000000,0.33,2700,,934400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5457-O,Wrought,131000000,48000000,22,32,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5457-H25,Wrought,179000000,159000000,12,48,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5457-H28,Wrought,207000000,186000000,6,55,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5457-H38,Wrought,207000000,186000000,6,55,,73000000000,26000000000,0.33,2700,,131400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5652-O,Wrought,193000000,90000000,25,47,,73000000000,26000000000,0.33,2700,,2281250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5652-H32,Wrought,228000000,193000000,12,60,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5652-H34,Wrought,262000000,214000000,10,68,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5652-H36,Wrought,276000000,241000000,8,73,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5652-H38,Wrought,290000000,255000000,7,77,,73000000000,26000000000,0.33,2700,,178850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5657-H25,Wrought,159000000,138000000,12,40,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5657-H28,Wrought,193000000,165000000,7,50,,73000000000,26000000000,0.33,2700,,178850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5657-H38,Wrought,193000000,165000000,7,50,,73000000000,26000000000,0.33,2700,,178850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6061-O,Wrought,124000000,55000000,25,30,,73000000000,26000000000,0.33,2700,,2281250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6061-T4,Wrought,241000000,145000000,22,65,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6061-T451,Wrought,241000000,145000000,22,65,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6061-T6,Wrought,310000000,276000000,12,95,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6061-T651,Wrought,310000000,276000000,12,95,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 6061-O,Wrought,117000000,48000000,25,,,73000000000,26000000000,0.33,2700,,2281250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 6061-T4,Wrought,228000000,131000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 6061-T451,Wrought,228000000,131000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 6061-T6,Wrought,290000000,255000000,12,,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 6061-T651,Wrought,290000000,255000000,12,,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T1,Wrought,152000000,90000000,20,42,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T4,Wrought,172000000,90000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T5,Wrought,186000000,145000000,12,60,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T6,Wrought,241000000,214000000,12,73,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T83,Wrought,255000000,241000000,9,82,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T831,Wrought,207000000,186000000,10,70,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6063-T832,Wrought,290000000,269000000,12,95,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6066-O,Wrought,152000000,83000000,18,43,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6066-T4,Wrought,359000000,207000000,18,90,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6066-T451,Wrought,359000000,207000000,18,90,,73000000000,26000000000,0.33,2700,,1182600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6066-T6,Wrought,393000000,359000000,12,120,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6066-T651,Wrought,393000000,359000000,12,120,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6070-T6,Wrought,379000000,352000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6101-T6,Wrought,221000000,193000000,15,71,,73000000000,26000000000,0.33,2700,,821250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6262-T9,Wrought,400000000,379000000,10,120,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6351-T4,Wrought,248000000,152000000,20,,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6351-T6,Wrought,310000000,283000000,14,95,,73000000000,26000000000,0.33,2700,,715400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 6463-T1,Wrought,152000000,90000000,20,42,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6463-T5,Wrought,186000000,145000000,12,60,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 6463-T6,Wrought,241000000,214000000,12,74,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7049-T73,Wrought,517000000,448000000,12,135,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7049-T7352,Wrought,517000000,434000000,11,135,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7050-T73510,Wrought,496000000,434000000,12,,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7050-T7451f,Wrought,524000000,469000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7050-T7651,Wrought,552000000,490000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 7075-O,Wrought,228000000,103000000,17,60,,73000000000,26000000000,0.33,2700,,1054850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7075-T6,Wrought,572000000,503000000,11,150,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7075-T651,Wrought,572000000,503000000,11,150,,73000000000,26000000000,0.33,2700,,441650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7075-O,Wrought,221000000,97000000,17,,,73000000000,26000000000,0.33,2700,,1054850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7075-T6,Wrought,524000000,462000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7075-T651,Wrought,524000000,462000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 7178-O,Wrought,228000000,103000000,15,,,73000000000,26000000000,0.33,2700,,821250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7178-T6,Wrought,607000000,538000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7178-T651,Wrought,607000000,538000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7178-T76,Wrought,572000000,503000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 7178-T7651,Wrought,572000000,503000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7178-O,Wrought,221000000,97000000,16,,,73000000000,26000000000,0.33,2700,,934400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7178-T6,Wrought,558000000,490000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 7178-T651,Wrought,558000000,490000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 8176-H24,Wrought,117000000,97000000,15,,,73000000000,26000000000,0.33,2700,,821250000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy AM100A-T61,sand casting,276000000,152000000,1,,,73000000000,26000000000,0.33,1750,,3650000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AZ63A-T6,sand casting,276000000,97000000,12,,,73000000000,26000000000,0.33,1750,,525600000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ81A-T4,sand casting,276000000,83000000,15,,,73000000000,26000000000,0.33,1750,,821250000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AZ91C-T6,sand casting,276000000,145000000,6,,,73000000000,26000000000,0.33,1750,,131400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AZ91E-T6,sand casting,276000000,145000000,6,,,73000000000,26000000000,0.33,1750,,131400000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy AZ92A-T6,sand casting,276000000,152000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy EZ33A-T5,sand casting,159000000,110000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy HK31A-T6,sand casting,221000000,103000000,8,,,73000000000,26000000000,0.33,1750,,233600000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy HZ32A-T6,sand casting,186000000,90000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy K1A-F,sand casting,179000000,55000000,19,,,73000000000,26000000000,0.33,1750,,1317650000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy QE22A-T6,sand casting,262000000,193000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy QH21A-T6,sand casting,276000000,207000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy ZE41A-T5,sand casting,207000000,138000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy ZE63A-T6,sand casting,303000000,193000000,10,,,73000000000,26000000000,0.33,1750,,365000000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy ZH62A-T5,sand casting,241000000,152000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy ZK51A-T5,sand casting,207000000,138000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy ZK61A-T6,sand casting,310000000,193000000,10,,,73000000000,26000000000,0.33,1750,,365000000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy WE54A-F,sand casting,276000000,200000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy AZ91A-F,pressure die casting,234000000,159000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy AZ91B-FAZ91B-F,pressure die casting,234000000,159000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy AZ91D-F,pressure die casting,234000000,159000000,3,,,73000000000,26000000000,0.33,1750,,32850000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AM60A-F,pressure die casting,221000000,131000000,8,,,73000000000,26000000000,0.33,1750,,233600000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AM60B-F,pressure die casting,221000000,131000000,8,,,73000000000,26000000000,0.33,1750,,233600000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AS41A-F,pressure die casting,214000000,138000000,6,,,73000000000,26000000000,0.33,1750,,131400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AZ10A-F,As extruded,241000000,145000000,10,,,73000000000,26000000000,0.33,1750,,365000000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ31B-F,As extruded,262000000,200000000,15,,,73000000000,26000000000,0.33,1750,,821250000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ31C-F,As extruded,262000000,200000000,15,,,73000000000,26000000000,0.33,1750,,821250000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ61A-F,As extruded,310000000,228000000,16,,,73000000000,26000000000,0.33,1750,,934400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy AZ80A-T5,As extruded,379000000,276000000,7,,,73000000000,26000000000,0.33,1750,,178850000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy HM31A-F,As extruded,290000000,228000000,10,,,73000000000,26000000000,0.33,1750,,365000000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy M1A-F,As extruded,255000000,179000000,12,,,73000000000,26000000000,0.33,1750,,525600000
Brittle,ANSI,Magnesium Alloy,Magnesium Alloy ZK40A-T5,As extruded,276000000,255000000,4,,,73000000000,26000000000,0.33,1750,,58400000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy ZK60A-F,As extruded,352000000,283000000,11,,,73000000000,26000000000,0.33,1750,,441650000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ31B-H24,,290000000,221000000,15,,,73000000000,26000000000,0.33,1750,,821250000
Ductile,ANSI,Magnesium Alloy,Magnesium Alloy AZ31C-H24,,290000000,221000000,15,,,73000000000,26000000000,0.33,1750,,821250000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy HK31A-H24,,262000000,207000000,9,,,73000000000,26000000000,0.33,1750,,295650000
Limited ductility,ANSI,Magnesium Alloy,Magnesium Alloy HM21A-T8,,234000000,172000000,11,,,73000000000,26000000000,0.33,1750,,441650000
Ductile,ISO,Steel,EN FeP01,,270000000,#VALUE!,28,,,206000000000,80000000000,0.3,7860,Free-drawing steel,8075200000
Ductile,ISO,Steel,EN FeP03,,270000000,#VALUE!,34,,,206000000000,80000000000,0.3,7860,Free-drawing steel,11906800000
Ductile,ISO,Steel,EN FeP04,,270000000,#VALUE!,38,,,206000000000,80000000000,0.3,7860,Free-drawing steel,14873200000
Ductile,ISO,Steel,EN SPT360,,360000000,225000000,25,,,206000000000,80000000000,0.3,7860,Structural steel,6437500000
Ductile,ISO,Steel,EN S235JRG1,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Ductile,ISO,Steel,EN S235JRH,,340000000,225000000,25,,,206000000000,80000000000,0.3,7860,Structural steel,6437500000
Ductile,ISO,Steel,EN S235JRG2,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Ductile,ISO,Steel,EN S235JO,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Ductile,ISO,Steel,EN S275JR,,410000000,265000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S275J2G3,,410000000,265000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S275J2HG3,,410000000,265000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S355J2G3,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S355J2H,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S355JO,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S355JOH,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN SPT410,,410000000,255000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN SPT510,,510000000,345000000,21,,,206000000000,80000000000,0.3,7860,Structural steel,4542300000
Ductile,ISO,Steel,EN E295,,470000000,285000000,20,,141,206000000000,80000000000,0.3,7860,Structural steel,4120000000
Ductile,ISO,Steel,EN E355,,570000000,325000000,16,,169,206000000000,80000000000,0.3,7860,Structural steel,2636800000
Limited ductility,ISO,Steel,EN E360,,690000000,355000000,11,,197,206000000000,80000000000,0.3,7860,Structural steel,1246300000
Ductile,ISO,Steel,EN C10E,,420000000,300000000,16,,,206000000000,80000000000,0.3,7860,Case-hardening steel,2636800000
Limited ductility,ISO,Steel,EN C15E,,440000000,340000000,11,,,206000000000,80000000000,0.3,7860,Case-hardening steel,1246300000
Ductile,ISO,Steel,EN C22,,470000000,290000000,22,,,206000000000,80000000000,0.3,7860,Heat-treatment steel,4985200000
Ductile,ISO,Steel,EN C25,,500000000,320000000,21,,,206000000000,80000000000,0.3,7860,Heat-treatment steel,4542300000
Ductile,ISO,Steel,EN C30,,550000000,350000000,20,,,206000000000,80000000000,0.3,7860,Heat-treatment steel,4120000000
Ductile,ISO,Steel,EN C35,,600000000,380000000,16,,,206000000000,80000000000,0.3,7860,Heat-treatment steel,2636800000
Ductile,ISO,Steel,EN C40,,630000000,400000000,18,,,206000000000,80000000000,0.3,7860,Heat-treatment steel,3337200000
Ductile,ISO,Steel,EN C45,heat treated,650000000,430000000,16,,192,206000000000,80000000000,0.3,7860,Heat-treatment steel,2636800000
Ductile,ISO,Steel,EN C50,heat treated,700000000,460000000,15,,198,206000000000,80000000000,0.3,7860,Heat-treatment steel,2317500000
Limited ductility,ISO,Steel,EN C55,heat treated,750000000,490000000,14,,204,206000000000,80000000000,0.3,7860,Heat-treatment steel,2018800000
Limited ductility,ISO,Steel,EN C60,heat treated,800000000,520000000,13,,210,206000000000,80000000000,0.3,7860,Heat-treatment steel,1740700000
Ductile,ISO,Steel,EN S355J2G1W,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN S355J0WP,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN 12Ni14,,490000000,355000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,ISO,Steel,EN 12Ni19,,530000000,390000000,20,,,206000000000,80000000000,0.3,7860,Structural steel,4120000000
Ductile,ISO,Steel,EN X8Ni9,,680000000,585000000,18,,,206000000000,80000000000,0.3,7860,Structural steel,3337200000
Limited ductility,ISO,Cast Iron,Malleable cast iron,,400000000,180000000,4,,220,160000000000,64000000000,0.27,7160,Malleable cast iron,128000000
Limited ductility,ISO,Cast Iron,Malleable cast iron,,500000000,260000000,4,,230,160000000000,64000000000,0.27,7160,Malleable cast iron,128000000
Ductile,DIN,Steel,DIN USt1303,,270000000,#VALUE!,34,,,206000000000,80000000000,0.3,7860,Structural deep-drawing steel,11906800000
Ductile,DIN,Steel,DIN St1405,,270000000,#VALUE!,38,,,206000000000,80000000000,0.3,7860,Structural deep-drawing steel,14873200000
Ductile,DIN,Steel,DIN St1203,,270000000,#VALUE!,28,,,206000000000,80000000000,0.3,7860,Structural deep-drawing steel,8075200000
Ductile,DIN,Steel,DIN USt34-2,,330000000,195000000,28,,,206000000000,80000000000,0.3,7860,Structural steel,8075200000
Limited ductility,DIN,Steel,DIN St34-2BK,,410000000,320000000,6,,,206000000000,80000000000,0.3,7860,Structural steel,370800000
Ductile,DIN,Steel,DIN St37.0,,350000000,225000000,25,,,206000000000,80000000000,0.3,7860,Structural steel,6437500000
Ductile,DIN,Steel,DIN St37-2,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Limited ductility,DIN,Steel,DIN St37-2BK,,440000000,350000000,6,,,206000000000,80000000000,0.3,7860,Structural steel,370800000
Ductile,DIN,Steel,DIN RSt37-2,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Ductile,DIN,Steel,DIN St37-3,,340000000,225000000,26,,,206000000000,80000000000,0.3,7860,Structural steel,6962800000
Ductile,DIN,Steel,DIN St44-2,,410000000,265000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,DIN,Steel,DIN St44.0,,420000000,265000000,21,,,206000000000,80000000000,0.3,7860,Structural steel,4542300000
Ductile,DIN,Steel,DIN St44-3,,410000000,265000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,DIN,Steel,DIN St50-2,,470000000,285000000,20,,141,206000000000,80000000000,0.3,7860,Structural steel,4120000000
Ductile,DIN,Steel,DIN St52-3,,490000000,345000000,22,,,206000000000,80000000000,0.3,7860,Structural steel,4985200000
Ductile,DIN,Steel,DIN St52.0,,500000000,345000000,21,,,206000000000,80000000000,0.3,7860,Structural steel,4542300000
Brittle,DIN,Steel,DIN St52-3BK,,590000000,470000000,4,,,206000000000,80000000000,0.3,7860,Structural steel,164800000
Ductile,DIN,Steel,DIN St60-2,,570000000,325000000,16,,169,206000000000,80000000000,0.3,7860,Structural steel,2636800000
