behavior_tag,standard,Material_category,material_name,condition,ultimate_tensile_strength,yield_strength,elongation_pct,brinell_hb,vickers_hv,youngs_modulus,shear_modulus,poisson_ratio,density_kg_m3,description,critical_strain_energy_density
Ductile,ANSI,Copper Alloy,Copper Alloy C41300,,283000000,83000000,45,,,105000000000,40000000000,0.32,8800,,10631250000
Ductile,ANSI,Copper Alloy,Copper Alloy C41500,,317000000,117000000,44,,,105000000000,40000000000,0.32,8800,,10164000000
Ductile,ANSI,Copper Alloy,Copper Alloy C42200,,296000000,103000000,46,,,105000000000,40000000000,0.32,8800,,11109000000
Ductile,ANSI,Copper Alloy,Copper Alloy C42500,,310000000,124000000,49,,,105000000000,40000000000,0.32,8800,,12605250000
Ductile,ANSI,Copper Alloy,Copper Alloy C43000,,317000000,124000000,55,,,105000000000,40000000000,0.32,8800,,15881250000
Ductile,ANSI,Copper Alloy,Copper Alloy C43400,,310000000,103000000,49,,,105000000000,40000000000,0.32,8800,,12605250000
Ductile,ANSI,Copper Alloy,Copper Alloy C43500,,317000000,110000000,46,,,105000000000,40000000000,0.32,8800,,11109000000
Ductile,ANSI,Copper Alloy,Copper Alloy C44300,,331000000,124000000,65,,,105000000000,40000000000,0.32,8800,,22181250000
Ductile,ANSI,Copper Alloy,Copper Alloy C46400,,379000000,172000000,50,,,105000000000,40000000000,0.32,8800,,13125000000
Ductile,ANSI,Copper Alloy,Copper Alloy C48200,,386000000,172000000,43,,,105000000000,40000000000,0.32,8800,,9707250000
Ductile,ANSI,Copper Alloy,Copper Alloy C48500,,393000000,172000000,40,,,105000000000,40000000000,0.32,8800,,8400000000
Ductile,ANSI,Copper Alloy,Copper Alloy C50500,,276000000,97000000,48,,,105000000000,40000000000,0.32,8800,,12096000000
Ductile,ANSI,Copper Alloy,Copper Alloy C51000,,324000000,131000000,64,,,105000000000,40000000000,0.32,8800,,21504000000
Ductile,ANSI,Copper Alloy,Copper Alloy C51100,,317000000,345000000,48,,,105000000000,40000000000,0.32,8800,,12096000000
Ductile,ANSI,Copper Alloy,Copper Alloy C52100,,379000000,165000000,70,,,105000000000,40000000000,0.32,8800,,25725000000
Ductile,ANSI,Copper Alloy,Copper Alloy C52400,,455000000,193000000,70,,,105000000000,40000000000,0.32,8800,,25725000000
Ductile,ANSI,Copper Alloy,Copper Alloy C54400,,303000000,131000000,50,,,105000000000,40000000000,0.32,8800,,13125000000
Ductile,ANSI,Copper Alloy,Copper Alloy C60800,,414000000,186000000,55,,,105000000000,40000000000,0.32,8800,,15881250000
Ductile,ANSI,Copper Alloy,Copper Alloy C61000,,359000000,117000000,45,,,105000000000,40000000000,0.32,8800,,10631250000
Ductile,ANSI,Copper Alloy,Copper Alloy C61300,,483000000,207000000,42,,,105000000000,40000000000,0.32,8800,,9261000000
Ductile,ANSI,Copper Alloy,Copper Alloy C61400,,524000000,228000000,45,,,105000000000,40000000000,0.32,8800,,10631250000
Ductile,ANSI,Copper Alloy,Copper Alloy C61500,,483000000,152000000,55,,,105000000000,40000000000,0.32,8800,,15881250000
Ductile,ANSI,Copper Alloy,Copper Alloy C61800,,552000000,269000000,28,,,105000000000,40000000000,0.32,8800,,4116000000
Ductile,ANSI,Copper Alloy,Copper Alloy C61900,,634000000,338000000,30,,,105000000000,40000000000,0.32,8800,,4725000000
Ductile,ANSI,Copper Alloy,Copper Alloy C62300,,517000000,241000000,35,,,105000000000,40000000000,0.32,8800,,6431250000
Ductile,ANSI,Copper Alloy,Copper Alloy C62400,,621000000,276000000,18,,,105000000000,40000000000,0.32,8800,,1701000000
Ductile,ANSI,Copper Alloy,Copper Alloy C62500,As extruded,689000000,379000000,21,,,105000000000,40000000000,0.32,8800,,2315250000
Ductile,ANSI,Copper Alloy,Copper Alloy C63000,,621000000,345000000,20,,,105000000000,40000000000,0.32,8800,,2100000000
Ductile,ANSI,Copper Alloy,Copper Alloy C63200,,621000000,310000000,25,,,105000000000,40000000000,0.32,8800,,3281250000
Ductile,ANSI,Copper Alloy,Copper Alloy C63800,,565000000,372000000,36,,,105000000000,40000000000,0.32,8800,,6804000000
Ductile,ANSI,Copper Alloy,Copper Alloy C64200,,517000000,241000000,32,,,105000000000,40000000000,0.32,8800,,5376000000
Ductile,ANSI,Copper Alloy,Copper Alloy C65100,,276000000,103000000,55,,,105000000000,40000000000,0.32,8800,,15881250000
Ductile,ANSI,Copper Alloy,Copper Alloy C65500,,386000000,145000000,63,,,105000000000,40000000000,0.32,8800,,20837250000
Ductile,ANSI,Copper Alloy,Copper Alloy C66700,,316000000,83000000,60,,,105000000000,40000000000,0.32,8800,,18900000000
Ductile,ANSI,Copper Alloy,Copper Alloy C67400,,483000000,234000000,28,,,105000000000,40000000000,0.32,8800,,4116000000
Ductile,ANSI,Copper Alloy,Copper Alloy C67500,,448000000,207000000,33,,,105000000000,40000000000,0.32,8800,,5717250000
Ductile,ANSI,Copper Alloy,Copper Alloy C68700,,414000000,186000000,55,,,105000000000,40000000000,0.32,8800,,15881250000
Ductile,ANSI,Copper Alloy,Copper Alloy C68800,,565000000,379000000,36,,,105000000000,40000000000,0.32,8800,,6804000000
Ductile,ANSI,Copper Alloy,Copper Alloy C69000,,565000000,359000000,35,,,105000000000,40000000000,0.32,8800,,6431250000
Ductile,ANSI,Copper Alloy,Copper Alloy C69400,,552000000,276000000,25,,,105000000000,40000000000,0.32,8800,,3281250000
Ductile,ANSI,Copper Alloy,Copper Alloy C70400,,262000000,276000000,46,,,105000000000,40000000000,0.32,8800,,11109000000
Ductile,ANSI,Copper Alloy,Copper Alloy C70600,,303000000,110000000,42,,,105000000000,40000000000,0.32,8800,,9261000000
Ductile,ANSI,Copper Alloy,Copper Alloy C71000,,338000000,90000000,40,,,105000000000,40000000000,0.32,8800,,8400000000
Ductile,ANSI,Copper Alloy,Copper Alloy C71500,,372000000,138000000,45,,,105000000000,40000000000,0.32,8800,,10631250000
Ductile,ANSI,Copper Alloy,Copper Alloy C72200,,317000000,124000000,46,,,105000000000,40000000000,0.32,8800,,11109000000
Ductile,ANSI,Copper Alloy,Copper Alloy C72500,,379000000,152000000,35,,,105000000000,40000000000,0.32,8800,,6431250000
Ductile,ANSI,Copper Alloy,Copper Alloy C73500,,345000000,103000000,37,,,105000000000,40000000000,0.32,8800,,7187250000
Ductile,ANSI,Copper Alloy,Copper Alloy C74500,,338000000,124000000,50,,,105000000000,40000000000,0.32,8800,,13125000000
Ductile,ANSI,Copper Alloy,Copper Alloy C75200,,386000000,172000000,45,,,105000000000,40000000000,0.32,8800,,10631250000
Ductile,ANSI,Copper Alloy,Copper Alloy C75400,,365000000,124000000,43,,,105000000000,40000000000,0.32,8800,,9707250000
Ductile,ANSI,Copper Alloy,Copper Alloy C75700,,359000000,124000000,48,,,105000000000,40000000000,0.32,8800,,12096000000
Limited ductility,ANSI,Copper Alloy,Copper Alloy C76390,,621000000,586000000,6,,,105000000000,40000000000,0.32,8800,,189000000
Ductile,ANSI,Copper Alloy,Copper Alloy C77000,,414000000,186000000,40,,,105000000000,40000000000,0.32,8800,,8400000000
Ductile,ANSI,Copper Alloy,Copper Alloy C78200,,365000000,159000000,40,,,105000000000,40000000000,0.32,8800,,8400000000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 201.0,Cast (T7),414000000,345000000,3,110,,73000000000,26000000000,0.33,2700,,32850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 204.0,Cast (T4),310000000,193000000,6,,,73000000000,26000000000,0.33,2700,,131400000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 208.0,Cast (F),131000000,83000000,1.5,40,,73000000000,26000000000,0.33,2700,,8212500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 242.0,Cast (T77),165000000,90000000,1,60,,73000000000,26000000000,0.33,2700,,3650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 295.0,Cast (T4),200000000,90000000,6,45,,73000000000,26000000000,0.33,2700,,131400000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 295.0,Cast (T6),221000000,138000000,3,60,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 295.0,Cast (T7),200000000,110000000,3,55,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 319.0,Cast (F),159000000,90000000,1.5,55,,73000000000,26000000000,0.33,2700,,8212500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 319.0,Cast (T6),214000000,138000000,1.5,65,,73000000000,26000000000,0.33,2700,,8212500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 328.0,Cast (F),172000000,97000000,1,45,,73000000000,26000000000,0.33,2700,,3650000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 328.0,Cast (T6),234000000,145000000,1,65,,73000000000,26000000000,0.33,2700,,3650000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 355.0,Cast (T6),221000000,138000000,2,70,,73000000000,26000000000,0.33,2700,,14600000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy C355.0,Cast (T6),248000000,172000000,2.5,75,,73000000000,26000000000,0.33,2700,,22812500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 356.0,Cast (T6),207000000,138000000,3,55,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 356.0,Cast (T71),172000000,124000000,3,45,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy A356.0,Cast (T6),234000000,165000000,3.5,70,,73000000000,26000000000,0.33,2700,,44712500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 443.0,Cast (F),117000000,48000000,3,25,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy B443.0,Cast (F),117000000,41000000,3,25,,73000000000,26000000000,0.33,2700,,32850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 514.0,Cast (F),152000000,62000000,6,35,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 520.0,Cast (T4),290000000,152000000,12,60,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 535.0,Cast (F or T5),241000000,124000000,9,60,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 705.0,Cast (F or T5),207000000,117000000,5,50,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 707.0,Cast (T5),228000000,152000000,2,70,,73000000000,26000000000,0.33,2700,,14600000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 707.0,Cast (T7),255000000,207000000,1,65,,73000000000,26000000000,0.33,2700,,3650000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 710.0,Cast (F or T5),221000000,138000000,2,60,,73000000000,26000000000,0.33,2700,,14600000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 712.0,Cast (F or T5),234000000,172000000,4,60,,73000000000,26000000000,0.33,2700,,58400000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 713.0,Cast (F or T5),221000000,152000000,3,60,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T5),290000000,262000000,1.5,85,,73000000000,26000000000,0.33,2700,,8212500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T51),221000000,186000000,3,70,,73000000000,26000000000,0.33,2700,,32850000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T52),248000000,207000000,1.5,70,,73000000000,26000000000,0.33,2700,,8212500
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T53),248000000,186000000,1.5,,,73000000000,26000000000,0.33,2700,,8212500
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T6),290000000,241000000,5,75,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 771.0,Cast (T71),331000000,310000000,2,105,,73000000000,26000000000,0.33,2700,,14600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 1060-O,Wrought,69000000,28000000,43,19,,73000000000,26000000000,0.33,2700,,6748850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 1060-H12,Wrought,83000000,76000000,16,23,,73000000000,26000000000,0.33,2700,,934400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1060-H14,Wrought,97000000,90000000,12,26,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1060-H16,Wrought,110000000,103000000,8,30,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1060-H18,Wrought,131000000,124000000,6,35,,73000000000,26000000000,0.33,2700,,131400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 1100-O,Wrought,90000000,34000000,35,23,,73000000000,26000000000,0.33,2700,,4471250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1100-H12,Wrought,110000000,103000000,12,28,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1100-H14,Wrought,124000000,117000000,9,32,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1100-H16,Wrought,145000000,138000000,6,38,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 1100-H18,Wrought,165000000,152000000,5,44,,73000000000,26000000000,0.33,2700,,91250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2011-T3,Wrought,379000000,296000000,15,95,,73000000000,26000000000,0.33,2700,,821250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2011-T8,Wrought,407000000,310000000,12,100,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2014-O,Wrought,186000000,97000000,18,45,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2014-T4,Wrought,427000000,290000000,20,105,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2014-T451,Wrought,427000000,290000000,20,105,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2014-T6,Wrought,483000000,414000000,13,135,,73000000000,26000000000,0.33,2700,,616850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2014-T651,Wrought,483000000,414000000,13,135,,73000000000,26000000000,0.33,2700,,616850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-O,Wrought,172000000,69000000,21,,,73000000000,26000000000,0.33,2700,,1609650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-T3,Wrought,434000000,276000000,20,,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-T4,Wrought,421000000,255000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-T451,Wrought,421000000,255000000,22,,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-T6,Wrought,469000000,414000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2014-T651,Wrought,469000000,414000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2017-O,Wrought,179000000,69000000,22,45,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2017-T4,Wrought,427000000,276000000,22,105,,73000000000,26000000000,0.33,2700,,1766600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2017-T451,Wrought,427000000,276000000,22,105,,73000000000,26000000000,0.33,2700,,1766600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2018-T61,Wrought,421000000,317000000,12,120,,73000000000,26000000000,0.33,2700,,525600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2024-O,Wrought,186000000,76000000,20,47,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2024-T3,Wrought,483000000,345000000,18,120,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2024-T351,Wrought,469000000,324000000,20,120,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2024-T4,Wrought,469000000,324000000,20,120,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2024-T361,Wrought,496000000,393000000,13,130,,73000000000,26000000000,0.33,2700,,616850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-O,Wrought,179000000,76000000,20,,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T3,Wrought,448000000,310000000,18,,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T351,Wrought,441000000,290000000,19,,,73000000000,26000000000,0.33,2700,,1317650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T4,Wrought,441000000,290000000,19,,,73000000000,26000000000,0.33,2700,,1317650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 202024-T361,Wrought,462000000,365000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T81,Wrought,448000000,414000000,6,,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T851,Wrought,448000000,414000000,6,,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 2024-T861,Wrought,483000000,455000000,6,,,73000000000,26000000000,0.33,2700,,131400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2025-T6,Wrought,400000000,255000000,19,110,,73000000000,26000000000,0.33,2700,,1317650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2036-T4,Wrought,338000000,193000000,24,,,73000000000,26000000000,0.33,2700,,2102400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2117-T4,Wrought,296000000,165000000,27,70,,73000000000,26000000000,0.33,2700,,2660850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2218-T72,Wrought,331000000,255000000,11,95,,73000000000,26000000000,0.33,2700,,441650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2219-O,Wrought,172000000,76000000,18,,,73000000000,26000000000,0.33,2700,,1182600000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T42,Wrought,359000000,186000000,20,,,73000000000,26000000000,0.33,2700,,1460000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T31,Wrought,359000000,248000000,17,,,73000000000,26000000000,0.33,2700,,1054850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T351,Wrought,359000000,248000000,17,,,73000000000,26000000000,0.33,2700,,1054850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T37,Wrought,393000000,317000000,11,,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T62,Wrought,414000000,290000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T81,Wrought,455000000,352000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T851,Wrought,455000000,352000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 2219-T87,Wrought,476000000,393000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 3003-O,Wrought,110000000,41000000,30,28,,73000000000,26000000000,0.33,2700,,3285000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3003-H12,Wrought,131000000,124000000,10,35,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3003-H14,Wrought,152000000,145000000,8,40,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3003-H16,Wrought,179000000,172000000,5,47,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 3003-H18,Wrought,200000000,186000000,4,55,,73000000000,26000000000,0.33,2700,,58400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3003-O,Wrought,110000000,41000000,30,,,73000000000,26000000000,0.33,2700,,3285000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3003-H12,Wrought,131000000,124000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3003-H14,Wrought,152000000,145000000,8,,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3003-H16,Wrought,179000000,172000000,5,,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3003-H18,Wrought,200000000,186000000,4,,,73000000000,26000000000,0.33,2700,,58400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 3004-O,Wrought,179000000,69000000,20,45,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3004-H32,Wrought,214000000,172000000,10,52,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3004-H34,Wrought,241000000,200000000,9,63,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3004-H36,Wrought,262000000,228000000,5,70,,73000000000,26000000000,0.33,2700,,91250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3004-H38,Wrought,283000000,248000000,5,77,,73000000000,26000000000,0.33,2700,,91250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3004-O,Wrought,179000000,69000000,20,,,73000000000,26000000000,0.33,2700,,1460000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3004-H32,Wrought,214000000,172000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3004-H34,Wrought,241000000,200000000,9,,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3004-H36,Wrought,262000000,228000000,5,,,73000000000,26000000000,0.33,2700,,91250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy Alclad 3004-H38,Wrought,283000000,248000000,5,,,73000000000,26000000000,0.33,2700,,91250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 3105-O,Wrought,117000000,55000000,24,,,73000000000,26000000000,0.33,2700,,2102400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3105-H12,Wrought,152000000,131000000,7,,,73000000000,26000000000,0.33,2700,,178850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3105-H14,Wrought,172000000,152000000,5,,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 3105-H16,Wrought,193000000,172000000,4,,,73000000000,26000000000,0.33,2700,,58400000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 3105-H18,Wrought,214000000,193000000,3,,,73000000000,26000000000,0.33,2700,,32850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 3105-H25,Wrought,179000000,159000000,8,,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 4032-T6,Wrought,379000000,317000000,9,120,,73000000000,26000000000,0.33,2700,,295650000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5005-O,Wrought,124000000,41000000,25,28,,73000000000,26000000000,0.33,2700,,2281250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H12,Wrought,138000000,131000000,10,,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H14,Wrought,159000000,152000000,6,,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H16,Wrought,179000000,172000000,5,,,73000000000,26000000000,0.33,2700,,91250000
Brittle,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H18,Wrought,200000000,193000000,4,,,73000000000,26000000000,0.33,2700,,58400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H32,Wrought,138000000,117000000,11,36,,73000000000,26000000000,0.33,2700,,441650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H34,Wrought,159000000,138000000,8,41,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H36,Wrought,179000000,165000000,6,46,,73000000000,26000000000,0.33,2700,,131400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5005-H38,Wrought,200000000,186000000,5,51,,73000000000,26000000000,0.33,2700,,91250000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5050-O,Wrought,145000000,55000000,24,36,,73000000000,26000000000,0.33,2700,,2102400000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5050-H32,Wrought,172000000,145000000,9,46,,73000000000,26000000000,0.33,2700,,295650000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5050-H34,Wrought,193000000,165000000,8,53,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5050-H36,Wrought,207000000,179000000,7,58,,73000000000,26000000000,0.33,2700,,178850000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5050-H38,Wrought,221000000,200000000,6,63,,73000000000,26000000000,0.33,2700,,131400000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5052-O,Wrought,193000000,90000000,25,47,,73000000000,26000000000,0.33,2700,,2281250000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5052-H32,Wrought,228000000,193000000,12,60,,73000000000,26000000000,0.33,2700,,525600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5052-H34,Wrought,262000000,214000000,10,68,,73000000000,26000000000,0.33,2700,,365000000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5052-H36,Wrought,276000000,241000000,8,73,,73000000000,26000000000,0.33,2700,,233600000
Limited ductility,ANSI,Aluminum Alloy,Aluminum Alloy 5052-H38,Wrought,290000000,255000000,7,77,,73000000000,26000000000,0.33,2700,,178850000
Ductile,ANSI,Aluminum Alloy,Aluminum Alloy 5056-O,Wrought,290000000,152000000,35,65,,73000000000,26000000000,0.33,2700,,4471250000
